icp_category,supply_cell,salary_mid_usd,title,org,location,experience,salary_text,role_type,posted,skills,icp_reason,description
C,none,135000,Federal Policy Manager,The Alliance for SecureAI,"Washington, DC metro area, USA",Mid (5–9 years experience),"$120,000 – $150,000",Full-time,17 July 2026,Policy,policy function - no recruiter supply market exists,Lead the Alliance's engagement with the Senate and Administration on bipartisan AI policy.
C,none,130000,Entrepreneur-in-Residence,GovAI,"Washington, DC metro area, USALondon, UK",Multiple experience levels,"£70,000 – £113,500; $80,000 – $180,000",Other,24 August 2026,Strategy,function without a recruiter supply market,"Identify, test, and launch a new organization or project in AI governance and safety."
C,none,130000,"Special Projects Associate / Analyst, Studio Team","80,000Hours","London, UKRemote (Global)San Francisco Bay Area, USAWashington, DC metro area, USA",Junior (1–4 years experience),"£67,000 – £101,000; $97,000 – $163,000",Full-time,5 August 2026,Strategy,function without a recruiter supply market,Drive forward special projects that expand the Studio Team's capacity and impact.
C,none,95250,Lobbyist / Campaign Lead,PauseAI,"London, UKUK","Junior (1–4 years experience), Mid (5–9 years experience)","£50,000 – £100,000",Full-time,1 September 2026,Policy,policy function - no recruiter supply market exists,Bring political expertise and connections to advance PauseAI's legislative and policy objectives.
C,none,94500,Incubator Programme Lead,Talos Network,Remote (Europe)Remote (UK),"Mid (5–9 years experience), Senior (10+ years experience)","€80,000 – €95,000",Full-time,25 August 2026,Strategy,function without a recruiter supply market,Lead a new Incubator programme supporting founders launching European AI governance initiatives.
C,none,90000,"Contractor, Senior Technical Advisor, AI Capability Assessment",Institute for,Remote (Global),Junior (1–4 years experience),"$80,000 – $100,000","Full-time, Part-time",14 August 2026,"Research, Policy",policy function - no recruiter supply market exists,Security and TechnologyApply AI capability assessment expertise to advance AI governance through technical evaluations and testing methodologies for frontier labs and policymakers.
C,none,15000,Tech Journalism Fund,Omidyar NetworkThe Tech Journalism,USA,Multiple experience levels,"$5,000 – $25,000",Funding,12 August 2026,Other,function without a recruiter supply market,"Fund provides project funding from $5,000 to $25,000 to support reporting costs for journalists working on a singular, time and resource intensive reporting project."
C,none,10000,"Request for Proposals, The Launch Sequence",Institute for,Remote (Global),Multiple experience levels,"$10,000 award",Funding,6 August 2026,"Research, Strategy, Policy",policy function - no recruiter supply market exists,"ProgressSubmit a proposal to contribute to The Launch Sequence, an initiative to develop projects that prepare the world for advanced AI."
C,none,0,Graphic Designer / Web Designer / Artist,PauseAI,"London, UKUK",Junior (1–4 years experience),,Part-time,1 September 2026,Other,function without a recruiter supply market,Create graphics and design digital experiences that represent PauseAI.
C,none,0,Content Creator,PauseAI,"London, UKUK",Junior (1–4 years experience),,Full-time,1 September 2026,Other,function without a recruiter supply market,Create compelling video and written content for PauseAI's social media channels.
C,none,0,"Associate, Safety","FacultyScope, build, and deliver impactf","London, UK",Junior (1–4 years experience),,Full-time,17 August 2026,Strategy,function without a recruiter supply market,
C,none,0,"Advisor / Senior Advisor, AI Safety",PourDemain,"Brussels, Belgium",Multiple experience levels,,Full-time,11 August 2026,"Research, Policy",policy function - no recruiter supply market exists,Advance frontier AI safety policy in Europe through direct policymaker engagement or technical research.
D,none,250000,Governance and Policy Fellow,Transluce,"San Francisco Bay Area, USA","Mid (5–9 years experience), Senior (10+ years experience)","$200,000 – $300,000",Fellowship,12 August 2026,Policy,"intake programme, course or EOI, not a vacancy","Help shape AI governance by working at the intersection of evaluation, policy, and governance at an independent research lab."
D,none,220000,Residency Program,MATS Research,"London, UKSan Francisco Bay Area, USAWashington, DC metro area, USA",Multiple experience levels,"$155,000 – $285,000",Funding,27 August 2026,Research,"intake programme, course or EOI, not a vacancy","In the MATS residency, you'll pursue AI safety research for 6–24 months with high independence."
D,none,200000,Biosecurity and AI Safety Fellowship,10a Labs,Remote (USA),Junior (1–4 years experience),$80 – $120 per hour,Fellowship,1 September 2026,Research,"intake programme, course or EOI, not a vacancy","In this short fellowship, you'll review and label biological and biotechnology content against policies to support AI safety monitoring systems."
D,none,185000,"Fieldbuilder, Fellowships",SL5 TaskForce,"San Francisco Bay Area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$150,000 – $220,000",Full-time,18 August 2026,"Strategy, Communications","intake programme, course or EOI, not a vacancy",Lead fieldbuilding programs including the SL5 fellowship program to transition security experts into frontier AI lab roles.
D,none,157500,"Technical Program Manager, Research",FAR AI,"Remote (USA)San Francisco Bay Area, USA",Mid (5–9 years experience),"$125,000 – $190,000",Full-time,21 July 2026,"Operations, Strategy","intake programme, course or EOI, not a vacancy","Manage technical programs for research and infrastructure teams, owning projects end-to-end from conception to delivery."
D,none,150000,"Fellow in Residence, AI Institute",SchmidtSciences,"New York, NY, USA",Entry-level,"$150,000",Fellowship,10 August 2026,"Research, Strategy","intake programme, course or EOI, not a vacancy","In this 12-18 month fellowship, you'll split your time between supporting the AI Institute and pursuing research projects aligned with the Institute's priorities."
D,none,141000,"Head of Partnerships, Fellowship",Tarbell,"Washington, DC metro area, USA",Mid (5–9 years experience),"$118,000 – $164,000",Fellowship,24 August 2026,Communications,"intake programme, course or EOI, not a vacancy",Center for AI JournalismForge and maintain relationships with newsrooms to scale Tarbell's fellowship program globally.
D,none,140000,"Team Member, Scaling Safe Autonomous Organizations",AndonLabs,"San Francisco Bay Area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$100,000 – $180,000","Full-time, Internship",28 July 2026,"Strategy, Software engineering","intake programme, course or EOI, not a vacancy","Scale Safe Autonomous Organizations by identifying ventures, building agentic systems, and deploying agents into the real world."
D,none,135000,"Senior AI Fellow, California Department of Technology",California Council on Science and Technology,"Sacramento, CA, USACA, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$120,000 – $150,000",Fellowship,6 August 2026,Policy,"intake programme, course or EOI, not a vacancy",Serve as a technical advisor on state-level AI policy and governance at California's Department of Technology.
D,none,135000,"Senior AI Fellow, California Governor's Office of Emergency Services",California Council on Science and Technology,"Sacramento, CA, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$120,000 – $150,000",Fellowship,6 August 2026,Policy,"intake programme, course or EOI, not a vacancy","Serve as a technical advisor on California's AI policy, governance, safety, and risk management."
D,none,134837,"Associate Program Officer, Transformative AI Fund",Centre for Effective Altruism,Remote (Global),Junior (1–4 years experience),"$123,079 – $146,595; £74,044 – £88,192",Full-time,17 August 2026,Strategy,"intake programme, course or EOI, not a vacancy",Evaluate grant applications for early-stage transformative AI projects and help shape the fund's systems.
D,none,133350,"Expression of Interest, Technical Roles, Next-Generation Agentic Controls and Forensics","UK Government, AI Security Institute","London, UK",Multiple experience levels,"£65,000 – £145,000",Full-time,31 August 2026,"Research, Software engineering","intake programme, course or EOI, not a vacancy",Develop technical foundations for agentic controls and forensics.
D,none,133350,"Expression of Interest, Cyber and Autonomous Systems Team","UK Government, AI Security Institute","London, UK",Multiple experience levels,"£65,000 – £145,000",Full-time,31 July 2026,"Software engineering, Information security","intake programme, course or EOI, not a vacancy",Evaluate advanced AI risks in cybersecurity and autonomy to ensure safe frontier AI development.
D,none,124000,"Expression of Interest, Special Projects Associate",Epoch AI,Remote (Global),Junior (1–4 years experience),"$95,000 – $153,000",Full-time,18 August 2026,Operations,"intake programme, course or EOI, not a vacancy","Provide operations support for research teams, handling complex logistics to ensure new projects launch and run smoothly."
D,none,120000,"Fellows, Center on AI, Security, and Technology",RAND Corporation,"USAUKSan Francisco Bay Area, USAWashington, DC metro area, USA",Multiple experience levels,"$40,000 – $200,000",Fellowship,5 August 2026,"Research, Policy","intake programme, course or EOI, not a vacancy",Conduct research at the intersection of technology and security issues.
D,none,119380,"Research Manager, UK Fellowships",GovAI,"London, UK",Mid (5–9 years experience),"£83,000 – £105,000",Full-time,31 August 2026,"Operations, Management","intake programme, course or EOI, not a vacancy","Manage Seasonal Fellows through projects and career development, ensuring goal-setting and execution support."
D,none,84000,"Research Program, Information Controls",Open Technology Fund,Remote (Global),Multiple experience levels,"$7,000 per month stipend",Full-time,28 August 2026,Research,"intake programme, course or EOI, not a vacancy","Conduct applied research on internet censorship and surveillance in authoritarian environments, developing solutions to advance global internet freedom."
D,none,72000,Fellowship (Fall 2026),Iliad,"San Francisco Bay Area, USALondon, UK","Entry-level, Junior (1–4 years experience)","$6,000 per month",Fellowship,25 August 2026,Research,"intake programme, course or EOI, not a vacancy","In this 3-month fellowship, you'll conduct mentored research on AI alignment, developing a fleshed-out research proposal."
D,none,59835,"Research Associate / Research Fellow, Safe AI Systems","University ofYork, Department of Computer Science","York, UK",Entry-level,"£37,694 – £56,535",Fellowship,7 August 2026,Research,"intake programme, course or EOI, not a vacancy","Conduct research on safe and responsible AI and autonomous systems development, focusing on safety cases and whole-systems approaches."
D,none,51000,"Intern, ML Research Engineering",Dynamo AI,"New York, NY, USASan Francisco Bay Area, USAAmsterdam, NetherlandsParis, France",Entry-level,"$3,500 – $5,000 per month",Internship,7 August 2026,"Software engineering, Information security","intake programme, course or EOI, not a vacancy","Design and deploy ML-driven evaluation, guardrailing, and agent security systems across Dynamo AI's products."
D,none,48384,"Program Assistant, AI in Europe",The School for Moral Ambition,"Brussels, BelgiumAmsterdam, Netherlands",Junior (1–4 years experience),"€42,700 – €46,900",Full-time,1 September 2026,"Strategy, Policy","intake programme, course or EOI, not a vacancy",Develop strategy by testing assumptions and managing relationships with European policymakers.
D,none,23400,"Neel Nanda Stream, MATS Program (Winter 2026)",MATS Research,"San Francisco Bay Area, USALondon, UK",Multiple experience levels,"$23,400 stipend",Fellowship,11 August 2026,Research,"intake programme, course or EOI, not a vacancy",Complete a ~20 hour AI safety research project and submit a detailed write-up of your findings.
D,none,19200,MATS Program (Winter 2027),MATS Research,"San Francisco Bay Area, USALondon, UK","Entry-level, Junior (1–4 years experience)","$19,200 stipend",Fellowship,20 August 2026,Research,"intake programme, course or EOI, not a vacancy",Work with mentors from leading AI labs on a research fellowship focused on frontier AI safety.
D,none,15000,"Research Fellowship, AI Safety (Fall 2026)",Cambridge Boston Alignment Initiative,"Boston metro area, USA","Entry-level, Junior (1–4 years experience)","$15,000 stipend",Fellowship,31 August 2026,"Research, Policy","intake programme, course or EOI, not a vacancy","Conduct intensive AI safety research for ten weeks with mentors from Harvard, MIT, and leading AI safety organisations."
D,none,15000,"Research Fellowship, AIxBiosecurity (Fall 2026)",Cambridge Boston Alignment Initiative,"Boston metro area, USA","Entry-level, Junior (1–4 years experience)","$15,000 stipend",Fellowship,31 August 2026,Research,"intake programme, course or EOI, not a vacancy","Conduct research on AI and biosecurity including capability evaluations, threat modeling, and governance."
D,none,5000,Iliad Intensive,Iliad,"San Francisco Bay Area, USALondon, UK",Entry-level,"$5,000 stipend",Course,25 August 2026,Research,"intake programme, course or EOI, not a vacancy","This course provides foundational training in AI alignment research across deep learning theory, agent foundations, interpretability, and safety."
D,none,5000,"Policy Entrepreneurship Fellowship, AI Safety",Federation of American Scientists,"Washington, DC metro area, USA",Multiple experience levels,"$5,000 stipend award",Fellowship,13 August 2026,"Policy, Communications","intake programme, course or EOI, not a vacancy",Develop and advance a frontier AI safety policy idea toward implementation.
D,none,4075,"Fellows, AI Safety and Security",Anthropic,"San Francisco Bay Area, USALondon, UKOntario, CanadaRemote (USA)",Multiple experience levels,"$3,850 – $4,300 per week stipend",Fellowship,18 August 2026,"Research, Software engineering, Information security","intake programme, course or EOI, not a vacancy",Conduct a 4-month full-time empirical research project on AI safety or security aligned with Anthropic's priorities.
D,none,2000,"Summer Fellowship, US",Institute forLaw and AI,"Washington, DC metro area, USA",Multiple experience levels,"$2,000 per week stipend",Fellowship,26 August 2026,"Policy, Legal","intake programme, course or EOI, not a vacancy",Develop and execute a tailored AI law and policy research project with close mentorship over 10 weeks.
D,none,1188,Courses Facilitator,Sentient Futures,Remote (Global),Junior (1–4 years experience),"$900 – $1,475",Part-time,31 August 2026,Other,"intake programme, course or EOI, not a vacancy","Facilitate the AI×Animals course, leading weekly structured discussions with a diverse cohort of fellows."
D,none,0,"Education Course Facilitator, Utrecht",Safe AI Netherlands,"Utrecht, Netherlands",Junior (1–4 years experience),,Volunteering,1 September 2026,Other,"intake programme, course or EOI, not a vacancy","Facilitate one course cohort through weekly discussions, support participants' learning, and assess their final projects."
D,none,0,"Education Lead, Utrecht",Safe AI Netherlands,"Utrecht, Netherlands","Entry-level, Junior (1–4 years experience)",,Volunteering,1 September 2026,Other,"intake programme, course or EOI, not a vacancy","Lead iterations of the AI Safety, Ethics and Society course and discussion groups."
D,none,0,"Community Manager, Amsterdam",Safe AI Netherlands,"Amsterdam, Netherlands",Entry-level,Unpaid,Volunteering,1 September 2026,Communications,"intake programme, course or EOI, not a vacancy",Welcome people into the chapter community and funnel them into deeper involvement.
D,none,0,"Events Lead, Amsterdam",Safe AI Netherlands,"Amsterdam, Netherlands",Junior (1–4 years experience),Unpaid,Volunteering,1 September 2026,Operations,"intake programme, course or EOI, not a vacancy",Plan and execute the chapter's events.
D,none,0,AI×Animals Course,Sentient Futures,Remote (Global),Entry-level,Unpaid,Course,31 August 2026,Other,"intake programme, course or EOI, not a vacancy",This 8-week course prepares fellows for high-impact careers at the frontier of AI and animals.
D,none,0,"Worldbuilding, AI Futures",Foresight Institute,Remote (Global),Entry-level,,Course,28 August 2026,Other,"intake programme, course or EOI, not a vacancy",This course teaches AI's potential. Participants design their own 2035 future scenario using expert foresight tools.
D,none,0,"Research Fellow, AI Economy",Exponential View,"London, UK",Entry-level,,Fellowship,28 August 2026,Research,"intake programme, course or EOI, not a vacancy","Investigate how AI changes economic value, work and markets, translating frontier thinking into practical insights."
D,none,0,AI Risk Fundamentals,Lens,Remote (Global),Entry-level,Unpaid,Course,27 August 2026,Other,"intake programme, course or EOI, not a vacancy","AcademyYou deeply engage with the arguments on why building powerful AI is dangerous, discuss them in a small group, and form your own opinion."
D,none,0,"Forecasting, Modeling, and Shaping AI Futures",LensAcademy,Remote (Global),Entry-level,,Course,27 August 2026,Research,"intake programme, course or EOI, not a vacancy",This course teaches you to build explicit models of AI futures and strategies for shaping them.
D,none,0,Introduction to Digital Minds,"CambridgeUniversity, Cambridge Digital Minds","Cambridge, UK",Multiple experience levels,,Course,27 August 2026,Other,"intake programme, course or EOI, not a vacancy","This course explores the plausibility of digital minds, how to recognise them, and implications for ethics, governance, and society."
D,none,0,Digital Media Accelerator,Future of Life,Remote (Global),Multiple experience levels,,Funding,26 August 2026,"Communications, Other","intake programme, course or EOI, not a vacancy","InstituteThe Digital Media Accelerator supports creators producing content that raises awareness about AI developments and issues, particularly regarding AI safety and risk."
D,none,0,AI Fellowship (Winter 2027),ERA,"Cambridge, UK","Entry-level, Junior (1–4 years experience)",,Fellowship,24 August 2026,Research,"intake programme, course or EOI, not a vacancy","In this 10-week fellowship, you'll undertake a research project on mitigating catastrophic AI risks, choosing from three tracks: AI Governance, Technical AI Governance, or Technical AI Safety."
D,none,0,Futurekind AI Fellowship (Summer 2026),Electric Sheep,Remote (Global),Entry-level,,Fellowship,20 August 2026,Research,"intake programme, course or EOI, not a vacancy","Complete a 12-week journey exploring AI applications for animal protection, progressing from immersion to specialisation to project work."
D,none,0,"Research Assistant / Research Associate, Technology and National Security Program",Center fora New American Security,"Washington, DC metro area, USA","Entry-level, Junior (1–4 years experience)",,Full-time,17 August 2026,"Research, Policy","intake programme, course or EOI, not a vacancy",Conduct research and analysis on AI sovereignty and emerging technology policy for the Technology and National Security Program.
D,none,0,Research Affiliates Program,Center,"Oxford, UKRemote (Global)",Multiple experience levels,,Other,11 August 2026,Research,"intake programme, course or EOI, not a vacancy",on Long-Term RiskPursue independent research on reducing risks of astronomical suffering with organisational funding and community support.
D,none,0,Foresight Fellowship,Foresight Institute,Global,Junior (1–4 years experience),,Fellowship,6 August 2026,"Research, Information security","intake programme, course or EOI, not a vacancy",Advance transformative science and technology within a network of leading experts.
D,none,0,Visiting Fellowship,Constellation,"San Francisco Bay Area, USA",Multiple experience levels,,Fellowship,30 July 2026,Research,"intake programme, course or EOI, not a vacancy","In this 3-6 month fellowship, you'll work on an AI safety research project from Constellation's office workspace."
D,none,0,"Volunteer, AI Safety Quest",AI Safety Quest,Remote (Global),Entry-level,Unpaid,Volunteering,24 July 2026,"Communications, Operations","intake programme, course or EOI, not a vacancy",Support AI Safety Quest's
D,none,0,"Course, The Future of AI",BlueDot Impact,Remote (Global),Entry-level,,Course,22 July 2026,Other,"intake programme, course or EOI, not a vacancy","This course introduces what AI can do today, where it's heading, and how to contribute to a better future."
E,none,195000,"Product Manager, Agentic Products",Center for AI Safety,"San Francisco Bay Area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$170,000 – $220,000",Full-time,3 August 2026,"Strategy, Software engineering","employer posts $1,500 referral bounties; fee-resistant below exec level","Take full ownership of an agentic product, defining strategy and driving execution end-to-end."
E,none,180000,"Senior Manager, People Operations",Center for AI Safety,"San Francisco Bay Area, USA",Mid (5–9 years experience),"$160,000 – $200,000",Full-time,24 August 2026,Operations,"employer posts $1,500 referral bounties; fee-resistant below exec level","Build people operations systems from the ground up, owning the full lifecycle from hiring through offboarding."
E,none,175000,"Senior Manager, Strategy and Operations",Center for AI Safety,"San Francisco Bay Area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$150,000 – $200,000",Full-time,25 August 2026,"Operations, Strategy","employer posts $1,500 referral bounties; fee-resistant below exec level",Turn ambiguous mandates into clear plans and repeatable systems across the organization.
E,none,175000,"Senior Manager, Product Marketing",Center for AI Safety,"San Francisco Bay Area, USA",Mid (5–9 years experience),"$150,000 – $200,000",Full-time,24 August 2026,Communications,"employer posts $1,500 referral bounties; fee-resistant below exec level",Transform AI safety research into public campaigns that reach mainstream audiences through compelling storytelling.
E,none,170000,Research Engineer / Research Scientist,Center for AI Safety,"San Francisco Bay Area, USA",Mid (5–9 years experience),"$140,000 – $200,000",Full-time,21 July 2026,"Research, Software engineering","employer posts $1,500 referral bounties; fee-resistant below exec level",Lead high-impact empirical research on AI safety with large language models and frontier AI systems.
E,none,165000,Founding Recruiter,Center for AI Safety,"San Francisco Bay Area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$145,000 – $185,000",Full-time,24 August 2026,Operations,"employer posts $1,500 referral bounties; fee-resistant below exec level","Build CAIS's recruiting function from scratch, managing the full lifecycle from sourcing through offer close."
E,none,157938,"Principal Researcher, AI Risk Management","US Government,","Boulder, CO, USAWashington, DC metro area, USA","Mid (5–9 years experience), Senior (10+ years experience)","$118,675 – $197,200",Full-time,20 August 2026,"Policy, Research","government civil service, fee-closed",National Institute of Standards and TechnologyEstablish national and international practices for trustworthy AI technology through the NIST AI Risk Management Framework.
E,none,140000,Social Media and Community Manager,Center for AI Safety,"San Francisco Bay Area, USA",Mid (5–9 years experience),"$120,000 – $160,000",Full-time,24 August 2026,Communications,"employer posts $1,500 referral bounties; fee-resistant below exec level",Run CAIS's daily social media presence and build community conversations that spread AI safety ideas across platforms.
E,none,133350,"Research Scientist, Biological Models, Chem-Bio","UK Government, AI Security Institute","London, UK","Mid (5–9 years experience), Senior (10+ years experience)","£65,000 – £145,000",Full-time,13 August 2026,Research,"government civil service, fee-closed",Translate important but ambiguous questions about the capabilities of state-of-the-art biological models into measurable research questions and experimental designs.
E,none,133350,"Research Scientist, Virologist, Chem-Bio","UK Government, AI Security Institute","London, UK","Mid (5–9 years experience), Senior (10+ years experience)","£65,000 – £145,000",Full-time,13 August 2026,Research,"government civil service, fee-closed","Design, develop and execute evaluations that test the frontier biological capabilities and risk-relevant behaviours of frontier and specialised AI models, with a particular focus on virology-relevant tasks."
E,none,133350,"Senior Software Engineer, Chem-Bio","UK Government, AI Security Institute","London, UK","Mid (5–9 years experience), Senior (10+ years experience)","£65,000 – £145,000",Full-time,28 July 2026,Software engineering,"government civil service, fee-closed",Design and build platform systems enabling researchers to conduct experiments and deliver results.
E,none,95000,"Associate, Operations",Center for AI Safety,"San Francisco Bay Area, USA","Entry-level, Junior (1–4 years experience)","$80,000 – $110,000",Full-time,28 August 2026,Operations,"employer posts $1,500 referral bounties; fee-resistant below exec level","Coordinate core operational workflows across office, systems, and people operations to keep CAIS running smoothly."
E,none,78300,Contract Agents (x40),"European Union, AI Office","Brussels, Belgium",Multiple experience levels,"€45,000 – €100,000",Full-time,10 August 2026,"Policy, Legal, Operations, Software engineering","government civil service, fee-closed",This call is fo
E,none,0,"Systems Architect, AI Security","US Government,Oak Ridge National Laboratory","Oak Ridge, TN, USA",Multiple experience levels,,Full-time,26 August 2026,"Software engineering, Information security","government civil service, fee-closed","Design scalable systems for AI security testing, red/blue team exercises, and AI-on-AI adversarial evaluation."
